,City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
96,redmond,47.674,-122.1215,44.01,81,63,1.59,US,1615617115
97,paine,-33.8167,-70.75,66.0,59,0,4.61,CL,1615617116
98,saskylakh,71.9167,114.0833,-8.99,87,0,16.44,RU,1615617116
99,kapaa,22.0752,-159.319,75.0,94,75,14.97,US,1615617116
100,mandalgovi,45.7625,106.2708,54.09,18,0,14.54,MN,1615617117
101,bengkulu,-3.8004,102.2655,84.47,67,100,9.78,ID,1615617117
102,barrow,71.2906,-156.7887,-18.4,63,75,16.11,US,1615617071
103,pak phanang,8.3511,100.202,93.2,55,20,9.22,TH,1615617117
104,sitka,57.0531,-135.33,30.2,74,75,6.76,US,1615617118
105,fernley,39.608,-119.2518,37.99,28,0,3.0,US,1615617118
106,rawson,-43.3002,-65.1023,69.15,32,0,7.7,AR,1615617118
107,bluff,-46.6,168.3333,57.83,77,0,13.06,NZ,1615617119
108,richards bay,-28.783,32.0377,76.96,76,2,11.59,ZA,1615616891
109,dourbali,11.8091,15.8632,88.0,8,100,14.05,TD,1615617119
110,carnarvon,-24.8667,113.6333,91.4,55,0,17.27,AU,1615616970
111,shingu,33.7333,135.9833,59.0,58,40,23.02,JP,1615617119
112,necochea,-38.5473,-58.7368,57.0,76,0,8.99,AR,1615617120
113,port hardy,50.6996,-127.4199,46.4,76,90,13.8,CA,1615617120
114,georgetown,5.4112,100.3354,91.0,66,20,11.5,MY,1615616892
115,portland,45.5234,-122.6762,46.99,61,1,1.28,US,1615616667
116,port elizabeth,-33.918,25.5701,71.6,83,0,2.3,ZA,1615617121
117,tasiilaq,65.6145,-37.6368,17.6,86,90,2.3,GL,1615617121
118,conceicao do araguaia,-8.2578,-49.2647,75.2,94,75,2.3,BR,1615617121
119,mancora,-4.1078,-81.0475,78.26,73,100,4.97,PE,1615617122
120,arraial do cabo,-22.9661,-42.0278,76.32,87,2,4.79,BR,1615616970
121,hay river,60.8156,-115.7999,-0.4,60,0,8.05,CA,1615617022
122,moses lake,47.1301,-119.2781,39.2,60,1,5.75,US,1615617122
123,sechura,-5.5569,-80.8222,77.47,64,100,8.3,PE,1615617123
124,nikolskoye,59.7035,30.7861,36.0,93,90,8.95,RU,1615617123
125,mangai,-4.05,19.5333,76.44,85,100,1.41,CD,1615617123
126,montepulciano,43.1017,11.7868,46.99,86,2,3.74,IT,1615617123
127,mago,53.2514,140.1822,33.31,94,100,4.29,RU,1615617124
128,pisco,-13.7,-76.2167,70.0,94,63,3.44,PE,1615617124
129,de-kastri,51.4667,140.7833,37.11,79,8,4.05,RU,1615617124
130,narsaq,60.9167,-46.05,12.2,44,75,3.44,GL,1615617125
131,zhanaozen,43.3,52.8,27.32,34,80,12.91,KZ,1615617125
132,vila do maio,15.1333,-23.2167,66.2,63,20,11.5,CV,1615617125
133,sistranda,63.7256,8.834,35.6,75,0,13.8,NO,1615617126
134,mount isa,-20.7333,139.5,95.0,31,79,6.91,AU,1615617126
135,berdigestyakh,62.0989,126.6992,14.27,92,100,10.65,RU,1615617126
136,saint-philippe,-21.3585,55.7679,86.0,62,75,25.32,RE,1615617127
137,christchurch,-43.5333,172.6333,60.8,72,0,24.16,NZ,1615617127
138,taoudenni,22.6783,-3.9836,62.15,49,2,10.83,ML,1615617127
139,indiana,40.0003,-86.2503,46.4,60,1,4.61,US,1615617006
140,bethel,41.3712,-73.414,44.6,26,1,13.8,US,1615617128
141,anchorage,61.2181,-149.9003,17.6,38,1,5.75,US,1615616987
142,sambava,-14.2667,50.1667,84.04,66,0,13.76,MG,1615617128
143,airai,-8.9266,125.4092,70.25,87,91,0.74,TL,1615616968
144,kaeo,-35.1,173.7833,68.0,83,34,7.0,NZ,1615617129
145,sampit,-2.5333,112.95,85.95,72,86,5.86,ID,1615617129
146,tabuk,17.4189,121.4443,79.09,76,88,7.45,PH,1615617129
147,najran,17.4924,44.1277,82.4,16,0,9.22,SA,1615617130
148,houma,29.5958,-90.7195,69.01,94,90,3.44,US,1615616905
149,salamanca,40.8333,-6.0,37.99,93,91,4.38,ES,1615617130
150,pechenga,69.5259,31.1703,15.8,86,90,10.36,RU,1615617130
151,tual,-5.6667,132.75,79.54,81,100,8.59,ID,1615617131
152,maniitsoq,65.4167,-52.9,14.41,82,100,9.53,GL,1615616896
153,sinnamary,5.3833,-52.95,73.04,91,100,3.74,GF,1615617131
154,faya,18.3851,42.4509,69.8,34,0,9.22,SA,1615617131
155,santiago de chuco,-8.15,-78.1833,47.73,96,97,1.57,PE,1615617132
156,hilo,19.7297,-155.09,73.4,78,20,4.61,US,1615616706
157,east london,-33.0153,27.9116,78.8,69,0,5.75,ZA,1615617002
158,uruacu,-14.5247,-49.1408,68.81,95,57,2.17,BR,1615617132
159,hasaki,35.7333,140.8333,57.2,88,75,21.85,JP,1615617133
160,severo-yeniseyskiy,60.3725,93.0408,8.96,82,100,11.79,RU,1615617133
161,jefferson city,38.5767,-92.1735,46.4,76,75,8.05,US,1615617039
162,abha,18.2164,42.5053,69.8,34,0,9.22,SA,1615617133
163,sao felix do xingu,-6.6447,-51.995,70.88,96,100,1.07,BR,1615617134
164,virginia beach,36.8529,-75.978,62.6,55,75,13.8,US,1615617134
165,luderitz,-26.6481,15.1594,69.58,62,41,7.47,NA,1615617134
166,lokosovo,61.1333,74.8167,12.45,90,100,15.46,RU,1615617135
167,marsh harbour,26.5412,-77.0636,70.7,66,67,12.59,BS,1615617135
168,novosokolniki,56.3463,30.1578,34.41,90,100,10.47,RU,1615617135
169,biltine,14.5333,20.9167,88.83,11,12,29.33,TD,1615617136
170,waldkirchen,48.7327,13.6008,41.0,75,100,1.99,DE,1615617136
171,zhizdra,53.746,34.7395,24.8,86,90,13.42,RU,1615617136
172,pangnirtung,66.1451,-65.7125,-9.62,98,100,1.36,CA,1615617136
173,bambous virieux,-20.3428,57.7575,86.0,62,40,12.66,MU,1615617137
174,neuquen,-38.9516,-68.0591,55.4,76,0,5.7,AR,1615617137
175,mar del plata,-38.0023,-57.5575,60.01,87,0,9.46,AR,1615617137
176,srednekolymsk,67.45,153.6833,-7.42,97,100,5.86,RU,1615617138
177,polunochnoye,60.8697,60.4153,20.03,73,0,9.35,RU,1615617138
178,lorengau,-2.0226,147.2712,85.1,63,26,4.61,PG,1615616990
179,greenville,35.6127,-77.3663,64.4,59,1,9.19,US,1615617134
180,anadyr,64.75,177.4833,32.0,86,20,29.08,RU,1615617139
181,kaitangata,-46.2817,169.8464,62.01,73,0,4.0,NZ,1615617139
182,atar,20.5169,-13.0499,59.47,19,96,7.61,MR,1615617139
183,mehamn,71.0357,27.8492,17.67,84,98,8.19,NO,1615616995
184,luau,-10.7073,22.2247,69.33,90,100,2.15,AO,1615617140
185,seoul,37.5683,126.9778,59.0,44,100,11.5,KR,1615616950
186,nizhniy baskunchak,48.2198,46.8311,24.42,33,0,13.94,RU,1615617140
187,meulaboh,4.1363,96.1285,86.31,63,28,8.5,ID,1615617141
188,ribeira grande,38.5167,-28.7,60.6,82,100,18.7,PT,1615617141
189,upernavik,72.7868,-56.1549,-3.41,61,0,2.64,GL,1615617141
190,banda aceh,5.5577,95.3222,87.12,62,26,8.72,ID,1615617142
191,talcahuano,-36.7167,-73.1167,53.6,100,0,4.61,CL,1615617142
192,mudanya,40.3753,28.8822,48.2,87,28,2.3,TR,1615617136
193,puri,19.8,85.85,87.8,45,40,9.22,IN,1615617142
194,antalaha,-14.9003,50.2788,84.63,64,39,11.3,MG,1615617143
195,tanete,-3.9443,119.7848,89.26,52,83,8.5,ID,1615617143
196,souillac,-20.5167,57.5167,86.0,62,40,12.66,MU,1615617018
197,trofors,65.5333,13.4063,37.4,70,90,8.05,NO,1615617144
198,kyabe,9.4515,18.9449,87.73,32,37,5.99,TD,1615617144
199,ust-kuyga,70.0167,135.6,-14.22,92,0,7.0,RU,1615617144
200,rocha,-34.4833,-54.3333,57.72,88,0,2.93,UY,1615617145
201,polovinnoye,54.7914,65.9864,11.95,91,61,11.99,RU,1615617145
202,yuci,37.6803,112.7319,59.0,44,0,6.71,CN,1615617145
203,baft,29.234,56.6057,59.88,25,0,34.4,IR,1615617146
204,ust-nera,64.5667,143.2,-12.48,97,83,4.14,RU,1615617146
205,padang,-0.9492,100.3543,87.8,70,20,5.75,ID,1615617010
206,poum,-20.2333,164.0167,80.78,70,16,11.41,NC,1615617146
207,tinskoy,56.1525,96.9161,20.19,69,100,3.69,RU,1615617147
208,birmitrapur,22.4,84.7667,84.76,35,80,14.18,IN,1615616970
209,usinsk,65.9939,57.5281,16.29,90,100,17.87,RU,1615617147
210,san ramon,37.7799,-121.978,50.0,66,1,3.11,US,1615617022
211,longyearbyen,78.2186,15.6401,12.2,79,75,2.3,SJ,1615617002
212,pingxiang,27.6167,113.85,62.98,80,93,2.37,CN,1615617148
213,cockburn town,21.4612,-71.1419,76.01,75,0,17.11,TC,1615617139
214,lompoc,34.6391,-120.4579,50.0,93,90,5.61,US,1615616968
215,port hedland,-20.3167,118.5667,91.4,66,71,12.66,AU,1615617148
216,mbanza-ngungu,-5.25,14.8667,71.31,92,100,3.13,CD,1615617149
217,nishihara,26.1842,127.7558,69.8,45,75,10.36,JP,1615617149
218,klaksvik,62.2266,-6.589,37.4,93,75,16.11,FO,1615616979
219,salamiyah,35.0113,37.0532,51.75,47,0,3.56,SY,1615617149
220,longjiang,47.3303,123.1836,56.86,15,0,9.84,CN,1615617150
221,veseloyarsk,51.2836,81.1056,2.75,88,100,12.62,RU,1615617150
222,flinders,-34.5833,150.8552,78.01,81,90,8.01,AU,1615617150
223,pyay,18.8167,95.2167,108.01,11,0,2.86,MM,1615617151
224,sola,-13.8833,167.55,82.4,83,90,11.52,VU,1615617002
225,khandbari,27.3747,87.2039,83.82,19,65,6.73,NP,1615617151
226,sinop,41.7711,34.8709,41.0,75,0,1.14,TR,1615617151
227,lahat,-3.8,103.5333,87.64,64,100,3.67,ID,1615617152
228,leshukonskoye,64.8989,45.7622,12.72,90,100,9.55,RU,1615617152
229,kodiak,57.79,-152.4072,21.2,42,1,13.8,US,1615617152
230,elk plain,47.0532,-122.3976,42.01,87,1,1.48,US,1615617153
231,kurtamysh,54.9103,64.4319,16.2,87,39,12.82,RU,1615617153
232,jacareacanga,-6.2222,-57.7528,70.47,98,13,0.34,BR,1615617153
233,nome,64.5011,-165.4064,3.2,85,75,21.85,US,1615617154
234,kitui,-1.367,38.0106,76.35,58,91,5.44,KE,1615617154
235,doha,25.2867,51.5333,73.99,33,0,17.27,QA,1615617004
236,oranjemund,-28.55,16.4333,69.26,61,0,4.72,NA,1615617154
237,alofi,-19.0595,-169.9187,78.8,83,11,2.3,NU,1615616995
238,san patricio,28.017,-97.5169,72.0,88,90,19.57,US,1615617000
239,arrecife,28.963,-13.5477,62.6,67,75,8.05,ES,1615617013
240,aguimes,27.9054,-15.4461,62.6,67,75,13.8,ES,1615617155
241,taicheng,38.731,113.228,56.3,38,1,5.3,CN,1615617155
242,mahebourg,-20.4081,57.7,86.0,62,40,12.66,MU,1615617156
243,saint-francois,46.4154,3.9054,46.4,66,0,10.36,FR,1615617156
244,ilinskoye-khovanskoye,56.9718,39.7684,21.2,73,90,11.18,RU,1615617156
245,igarka,67.4667,86.5833,6.58,92,100,21.18,RU,1615617157
246,saldanha,-33.0117,17.9442,62.6,94,54,4.61,ZA,1615617157
247,hanyang,32.1371,105.5126,70.0,59,4,1.01,CN,1615617157
248,mpongwe,-13.5091,28.155,67.28,95,100,5.35,ZM,1615617158
249,alta floresta,-9.8756,-56.0861,70.23,96,87,0.6,BR,1615617158
250,amazar,53.858,120.875,35.42,90,100,5.23,RU,1615617158
251,yar-sale,66.8333,70.8333,-7.2,79,86,18.48,RU,1615616999
252,ayan,56.45,138.1667,23.88,83,55,2.68,RU,1615617159
253,petropavlovsk-kamchatskiy,53.0452,158.6483,23.0,42,0,17.9,RU,1615617159
254,chupa,66.27,33.0549,18.0,93,74,4.5,RU,1615617133
255,khor,47.8861,134.9464,33.62,94,16,5.59,RU,1615617159
256,gimli,50.6336,-96.9907,35.6,69,100,5.75,CA,1615617160
257,rantepao,-2.9701,119.8978,82.96,56,100,2.98,ID,1615617160
258,opuwo,-18.0607,13.84,76.75,49,1,2.57,NA,1615617015
259,inhambane,-23.865,35.3833,84.2,61,40,4.61,MZ,1615617160
260,waddan,29.1614,16.139,57.25,45,92,15.57,LY,1615617161
261,ancud,-41.8697,-73.8203,44.6,93,0,4.61,CL,1615617161
262,provideniya,64.3833,-173.3,30.52,97,100,24.0,RU,1615617161
263,velsk,61.0701,42.0983,19.02,89,100,12.93,RU,1615617162
264,kawalu,-7.3817,108.2082,87.57,52,100,3.36,ID,1615617162
265,yellowknife,62.456,-114.3525,-2.0,77,1,12.66,CA,1615617162
266,suclayin,15.7568,121.5503,75.65,90,100,11.21,PH,1615617162
267,niono,14.2526,-5.993,63.25,26,0,11.81,ML,1615617163
268,cherskiy,68.75,161.3,-8.91,93,100,16.84,RU,1615617163
269,roald,62.5833,6.1333,39.2,70,0,5.75,NO,1615617163
270,hasanabad,36.5465,61.0543,32.0,93,100,9.22,IR,1615617164
271,kungurtug,50.5994,97.5228,47.03,51,100,4.21,RU,1615617164
272,huarmey,-10.0681,-78.1522,71.24,85,0,7.27,PE,1615617164
273,talnakh,69.4865,88.3972,-4.49,92,100,15.03,RU,1615617165
274,manokwari,-0.8667,134.0833,82.9,71,100,5.5,ID,1615617165
275,bria,6.5423,21.9863,85.03,52,100,3.51,CF,1615617165
276,ewa beach,21.3156,-158.0072,69.8,100,90,12.66,US,1615617166
277,nuuk,64.1835,-51.7216,15.8,67,20,16.11,GL,1615617166
278,kruisfontein,-34.0033,24.7314,83.98,35,0,6.31,ZA,1615617166
279,isla vista,34.4133,-119.861,50.0,87,1,9.19,US,1615617167
280,clyde river,70.4692,-68.5914,-4.0,77,90,14.97,CA,1615617167
281,russkiy aktash,55.0384,52.1214,12.2,62,0,15.66,RU,1615617167
282,labelle,26.7617,-81.4384,62.01,94,20,3.44,US,1615617168
283,broome,42.2506,-75.833,28.0,54,20,25.32,US,1615617168
284,lagoa,39.05,-27.9833,59.54,81,100,19.71,PT,1615617168
285,morant bay,17.8815,-76.4093,77.0,73,20,3.44,JM,1615617169
286,marquette,46.5333,-87.6335,19.99,73,65,8.23,US,1615617169
287,hami,42.8,93.45,62.31,20,100,4.23,CN,1615617169
288,maine-soroa,13.2114,12.0241,82.45,11,30,5.93,NE,1615617170
289,cururupu,-1.8283,-44.8683,73.2,96,100,1.48,BR,1615617170
290,nongpoh,25.9,91.8833,82.4,26,20,3.44,IN,1615617170
291,lamesa,32.7376,-101.951,61.0,90,99,19.35,US,1615617170
292,trincomalee,8.5711,81.2335,82.81,73,23,11.97,LK,1615617171
293,gat,31.61,34.7642,59.0,21,2,1.99,IL,1615617171
294,dalbandin,28.8947,64.4101,81.86,13,79,23.82,PK,1615617171
295,dingle,10.9995,122.6711,80.08,86,100,8.34,PH,1615617172
296,aklavik,68.2191,-135.0107,-13.0,77,100,4.61,CA,1615617172
297,uttarkashi,30.7333,78.45,82.4,30,0,6.91,IN,1615617172
298,palmer,42.1584,-72.3287,35.6,35,1,17.27,US,1615617173
299,northam,51.0333,-4.2167,45.0,80,100,20.0,GB,1615617020
300,demba,-5.51,22.2667,76.66,83,100,3.31,CD,1615617173
301,vila franca do campo,37.7167,-25.4333,59.0,88,75,9.22,PT,1615616996
302,naze,28.3667,129.4833,68.0,52,75,13.8,JP,1615617018
303,batticaloa,7.7102,81.6924,84.33,70,10,10.36,LK,1615617174
304,shahjahanpur,27.8833,79.9167,89.74,22,24,1.28,IN,1615617174
305,saint george,37.1041,-113.5841,39.0,87,40,4.61,US,1615617022
306,south venice,27.0531,-82.4243,64.99,82,1,8.05,US,1615617175
307,mwinilunga,-11.7358,24.4293,65.16,95,91,5.1,ZM,1615617175
308,roma,43.2128,-75.4557,28.99,54,1,20.71,US,1615617123
309,sao filipe,14.8961,-24.4956,69.64,72,0,5.61,CV,1615617175
310,nandi,13.3855,77.6984,82.4,23,0,8.05,IN,1615617176
311,ures,29.4333,-110.4,52.0,48,0,4.0,MX,1615617176
312,thinadhoo,0.5333,72.9333,84.0,63,6,6.8,MV,1615617176
313,bachaquero,9.9694,-71.1494,77.09,71,18,3.11,VE,1615617177
314,ugoofaaru,5.6667,73.0,83.43,75,35,12.24,MV,1615617177
315,coahuayana,18.7333,-103.6833,70.88,50,0,3.02,MX,1615617177
316,san policarpo,12.1791,125.5072,81.19,83,35,8.25,PH,1615617178
317,omboue,-1.5746,9.2618,76.1,86,100,4.23,GA,1615617178
318,pontianak,-0.0333,109.3333,87.8,70,75,4.61,ID,1615617079
319,asfi,32.2994,-9.2372,55.38,88,0,19.86,MA,1615617178
320,husavik,66.0449,-17.3389,28.4,86,90,20.71,IS,1615617179
321,cabo san lucas,22.8909,-109.9124,64.99,85,45,1.99,MX,1615617179
322,guerrero negro,27.9769,-114.0611,54.63,67,0,13.4,MX,1615616986
323,hovd,48.0056,91.6419,57.47,9,100,26.6,MN,1615617179
324,sal rei,16.1833,-22.9167,66.2,82,0,11.5,CV,1615617180
325,ryotsu,38.0833,138.4333,51.8,76,75,10.36,JP,1615617180
326,prince rupert,54.3161,-130.3201,42.8,87,90,23.02,CA,1615616968
327,bandundu,-3.3167,17.3667,77.45,75,74,3.42,CD,1615617181
328,great falls,47.5002,-111.3008,30.99,68,1,10.36,US,1615617181
329,catuday,16.2923,119.8062,81.79,62,25,8.16,PH,1615617181
330,marawi,7.9986,124.2928,81.0,86,100,5.99,PH,1615617181
331,reconquista,-29.15,-59.65,71.96,47,69,3.13,AR,1615617182
332,the valley,18.217,-63.0578,77.0,78,20,3.44,AI,1615617182
333,constitucion,-35.3333,-72.4167,57.76,67,0,1.63,CL,1615617182
334,latung,5.5,120.8833,82.87,75,100,15.7,PH,1615617183
335,zhangjiakou,40.81,114.8794,50.09,33,47,1.92,CN,1615616944
336,jabonga,9.3431,125.5156,82.69,78,99,4.36,PH,1615617183
337,grindavik,63.8424,-22.4338,30.2,74,40,18.41,IS,1615617013
338,jieshi,22.8134,115.8257,80.01,64,14,3.0,CN,1615617031
339,douglas,41.3,-96.167,41.0,65,1,6.73,US,1615617162
340,north bend,43.4065,-124.2243,41.0,93,1,5.75,US,1615617185
341,safaga,26.7292,33.9365,57.2,62,0,9.22,EG,1615616968
342,sao joao da barra,-21.6403,-41.0511,75.13,90,0,0.56,BR,1615617186
343,cranbrook,49.4999,-115.7688,35.6,55,40,6.91,CA,1615617009
344,qobustan,40.0824,49.412,35.6,64,75,11.5,AZ,1615617186
345,tshikapa,-6.4167,20.8,76.32,87,100,2.15,CD,1615617186
346,pochutla,15.7432,-96.4661,73.99,73,0,1.99,MX,1615617187
347,adrar,20.5022,-10.0711,60.15,17,100,11.5,MR,1615617187
348,saint-georges,12.0564,-61.7485,78.8,83,40,13.8,GD,1615617187
349,mareeba,-17.0,145.4333,90.0,55,53,12.66,AU,1615617187
350,chornobay,49.6708,32.3239,34.03,99,100,7.36,UA,1615617188
351,bouna,9.2667,-3.0,75.2,45,74,4.27,CI,1615617188
352,hirtshals,57.5881,9.9592,37.4,93,75,8.05,DK,1615617188
353,newport,51.5877,-2.9984,45.0,81,43,5.01,GB,1615617189
354,yulara,-25.2406,130.9889,75.2,69,90,12.66,AU,1615617189
355,vangaindrano,-23.35,47.6,78.78,73,81,10.27,MG,1615617189
356,pedernales,18.0384,-71.744,74.93,76,4,0.78,DO,1615617190
357,porto novo,6.4965,2.6036,78.8,89,40,3.44,BJ,1615617190
358,hamilton,39.1834,-84.5333,46.99,46,100,8.37,US,1615616954
359,gigmoto,13.7796,124.39,76.95,88,100,17.31,PH,1615617190
360,pitogo,13.7847,122.0881,76.23,83,100,12.15,PH,1615617191
361,zhigansk,66.7697,123.3711,4.32,92,100,17.22,RU,1615616969
362,kushmurun,52.4503,64.6311,7.03,87,0,8.72,KZ,1615617191
363,ust-maya,60.4167,134.5333,16.47,89,100,2.73,RU,1615617191
364,olean,42.0776,-78.4297,26.6,73,1,5.75,US,1615617192
365,isangel,-19.55,169.2667,82.4,74,75,13.8,VU,1615617192
366,vanimo,-2.6741,141.3028,83.7,74,96,5.01,PG,1615617192
367,kincardine,56.0667,-3.7167,37.0,93,0,3.44,GB,1615617193
368,salalah,17.0151,54.0924,80.6,61,0,2.3,OM,1615617193
369,yelizovo,53.1873,158.3805,23.0,42,0,17.9,RU,1615617193
